,values_0a_su2,values_0b_su2,values_0c_su2,values_0d_su2,values_1a_su2,values_1b_su2,values_1c_su2,values_1d_su2
0,13.207931205244801,3.106743192813441,13.146482053251606,12.779282445951685,13.303064107985357,3.106743192813441,13.584195944648558,10.886075430270377
1,12.574506394192689,3.0788331116257166,13.650564292908742,13.621922752853411,14.731432247723124,3.0788331116257166,13.793808204327226,12.27906449632645
2,12.75440711858636,3.1829427210003227,13.312107040225612,12.643588137196657,14.365070127142967,3.1829427210003227,14.10869412043845,12.821878381032903
3,12.994656410961616,3.2118577664168075,13.552701527417753,13.355026983306072,13.544013842936304,3.2118577664168075,13.67685715516777,10.333939985039029
4,13.16872487000135,3.125087264452292,13.075686606058278,13.387931623771218,14.134281319085307,3.125087264452292,13.779232841644806,11.27063645169651
5,12.693314367234104,3.0960541327236633,14.029882358954232,12.769001707816848,13.758949306361885,3.0960541327236633,14.173827497089354,12.257375360759925
6,12.409273001043363,3.1248776841120685,13.332439322711041,13.148111042714675,13.750203556392131,3.1248776841120685,14.218206252011532,10.574102492098735
7,13.311472829009231,3.0872147678748343,13.854711915295784,12.682752737638943,14.102472786666636,3.0872147678748343,13.338925956663326,12.551264447744842
8,13.150955903951425,3.2059815852162274,13.988317896769743,12.38026716290511,13.783789844298571,3.2059815852162274,13.6307249925951,10.822410982137345
9,12.7090503868325,3.119765107221442,13.298347948613275,13.57469285643636,14.197418786503036,3.119765107221442,13.831538289863163,12.3668940092794
10,13.540123183490214,3.1844727498910137,13.77424509314257,12.87696408693412,14.4896185068037,3.1844727498910137,13.608117826481424,11.024189620128148
11,12.079353214479884,3.0945136234928934,13.437191508700018,12.834872781175788,13.648626668371032,3.0945136234928934,14.229071394155103,12.349679681502543
12,13.127601584841761,3.1291277647966522,13.753761703659327,13.64481946899742,13.7035483135409,3.1291277647966522,13.459692803496594,10.535483732036182
13,12.834424156197917,3.1682777904644497,13.239179204405424,12.091458657582523,14.200206005795694,3.1682777904644497,14.006770721023841,12.723564048285049
14,12.823502525327777,3.154307307650916,14.035188247740841,12.685372724492177,13.399701769473626,3.154307307650916,13.697523382846299,11.744532672283063
15,13.013343514757432,3.170353347236156,13.284213670841282,13.466415627821986,14.553876674667762,3.170353347236156,13.698380400179506,11.449197960295411
16,12.874865715967951,3.1273974443616632,13.615968760007657,13.046266482069232,13.831273932624034,3.1273974443616632,13.954709929937907,10.872432582521158
17,13.137490370892426,3.195923484348913,13.578982717139207,12.794869640388582,14.428710653431843,3.195923484348913,13.802439408474703,12.346968427344201
18,13.630153131019329,3.1648180485631783,13.374467393448032,13.108335704282453,13.82605574743128,3.1648180485631783,13.695348826366331,10.73386044423668
19,12.435732808505508,3.0972649731328534,13.750460711796078,12.72020355741525,14.355428454406825,3.0972649731328534,14.204310858173963,12.712741343378669
20,12.849914197372101,3.1166606161228247,13.594616100970315,12.905223751018472,13.549487167627689,3.1166606161228247,13.957690804353348,11.022872030600565
21,13.028721801656836,3.0636925103040773,13.629647384537622,12.97114173983933,14.522313195493435,3.0636925103040773,13.61835479414262,12.42893669165409
22,13.522407316070728,3.1852156713129016,13.317219529511274,13.342421845144468,13.834007303997462,3.1852156713129016,14.097294657359688,11.397124577241714
23,12.448320589424682,3.157933908611532,13.83150462154076,12.602921962183531,14.073273189558103,3.157933908611532,13.573621325355594,11.64828767512887
24,13.494446707335841,3.1161221924655855,13.60254986799261,13.252499416573448,13.956081788782834,3.1161221924655855,14.193762105875216,12.664898040994752
25,12.563521665567334,3.16758314256591,13.15510575867464,12.716463946293995,13.891294307968801,3.16758314256591,13.780720086083498,10.687984867691286
26,12.496544871103039,3.1183101953353676,13.833243196315006,13.710007426873736,14.319755840065053,3.1183101953353676,13.265809804694884,11.209335408550992
27,13.020114567116925,3.0960064496479665,13.383850039096368,12.547549514616646,13.882509543008563,3.0960064496479665,14.016330349081764,12.2090394765973
28,12.870192996213476,3.210994165653593,13.47366822377322,12.969170077747156,14.327400492340752,3.210994165653593,13.45739243774931,11.976499472275592
29,13.123910693591448,3.2167266797844776,13.44018167908812,13.261699937232851,13.49455007506525,3.2167266797844776,14.144425918878259,11.312081839949174
30,13.020710825558282,3.1668351893731805,13.530590450415055,12.750982879168555,14.085108881892104,3.1668351893731805,14.238856354093755,12.09334256203908
31,12.747682207444742,3.1503330302426424,13.635270791044944,13.012536436264295,14.05960047880548,3.1503330302426424,13.446749121986937,11.054374310826367
32,13.296503683016162,3.1251335719962254,13.75805111740682,13.364197892705759,13.849458344909772,3.1251335719962254,13.688109255627955,12.058619493053856
33,12.851960958581953,3.1875336410089443,13.346989530019513,12.973993933502822,13.79228185473272,3.1875336410089443,14.101816553092947,11.210406709482474
34,12.419404846724571,3.1551600981262395,13.513932248831148,13.268875907999943,13.834055774208178,3.1551600981262395,13.518585783970355,12.844218267417244
35,13.413241067861259,3.163558881499265,13.814672858848311,12.587675000630318,14.241661982515993,3.163558881499265,13.918782564385712,10.814831515277078
36,12.135848748809613,3.1685217903019676,14.037800634702826,13.431822157702072,13.260144341130143,3.1685217903019676,13.837563624581641,10.688665016721165
37,13.850888131137813,3.157741207943583,13.377915066632786,12.76482116616295,14.659624699537455,3.157741207943583,13.862079737983212,12.869101047992833
38,12.798799994145837,3.1987538572888736,13.211828285080836,12.693610739661473,14.053241316322316,3.1987538572888736,13.73508937116181,10.898790923964867
39,13.168930263258606,3.1601100518402863,13.67938348353202,13.116554881777255,14.207256586031978,3.1601100518402863,14.01890254919553,12.307691862438052
40,12.594534792638516,3.145312663069365,13.816648002922756,13.06618467763786,14.635671764943636,3.145312663069365,13.988090017844682,12.705743399894684
41,13.133506743214161,3.2092924276955364,13.272026354708176,12.940323879828961,13.361303224708386,3.2092924276955364,13.771037653052634,10.795513815508023
42,12.87025622350651,3.1617498525978163,13.957404703600938,12.857006562392112,14.070039354597778,3.1617498525978163,13.693120359439712,11.302989134385458
43,13.014145101026164,3.1314016200551054,13.179566551267182,13.029272829459764,13.71280049240101,3.1314016200551054,14.087094446643336,11.829799431586084
44,12.576542545546522,3.125637245766176,13.39270559877788,13.191134918739552,14.348273453662276,3.125637245766176,13.87301601342074,12.509388108695584
45,13.186547517067353,3.1774442105646097,13.851084537137206,12.791551600027026,13.41065197843717,3.1774442105646097,13.372006513916121,10.645303187705728
